link_producto,producto,asin,precio,precio_original,vendidos_mes_pasado,calificación,num_de_calificaciones,imagen,vendidos_numerico
https://www.amazon.com/-/es/Dr-Isaiah-Hankel/dp/1631958461/ref=sr_1_1?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-1,The Power of a PhD: How Anyone Can Use Their PhD to Get Hired in Industry,1631958461,12.75,Sin información,|,4.4,109,https://m.media-amazon.com/images/I/71kq9V6OKWL._AC_UY218_.jpg,
https://www.amazon.com/-/es/William-Navidi-Prof/dp/1260547884/ref=sr_1_2?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-2,ISE STATISTICS FOR ENGINEERS AND SCIENTISTS (ISE HED IRWIN INDUSTRIAL ENGINEERING),1260547884,,Sin información,|,4.3,46,https://m.media-amazon.com/images/I/61gPLmK6tvL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Younggil-Kwon/dp/147578693X/ref=sr_1_3?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-3,"Handbook of Essential Pharmacokinetics, Pharmacodynamics and Drug Metabolism for Industrial Scientists",147578693X,118.08,Sin información,|,5.0,3,https://m.media-amazon.com/images/I/51dBqYFVnFL._AC_UY218_.jpg,
https://www.amazon.com/-/es/William-Navidi/dp/0073401331/ref=sr_1_4?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-4,Statistics for Engineers and Scientists,0073401331,168.16,Sin información,|,4.3,111,https://m.media-amazon.com/images/I/513nbRlZ9xL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Steve-M-Jex/dp/1118724070/ref=sr_1_5?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-5,Organizational Psychology: A Scientist-Practitioner Approach,1118724070,83.64,Sin información,|,4.7,84,https://m.media-amazon.com/images/I/61evROn7AOL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Makhdum-Ahmed-M-D/dp/1633889521/ref=sr_1_6?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-6,Race for a Remedy: The Science and Scientists behind the Next Life-Saving Cancer Medicine,1633889521,27.14,Sin información,|,4.6,7,https://m.media-amazon.com/images/I/81YRzEKj+2L._AC_UY218_.jpg,
https://www.amazon.com/-/es/dp/B0815B2X1V/ref=sr_1_7?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-7,"The Scientist and the Spy: A True Story of China, the FBI, and Industrial Espionage",B0815B2X1V,0.0,Sin información,PVPR:,4.1,280,https://m.media-amazon.com/images/I/81MOF+sOogL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Biotech-Primer/dp/B08W7JTW8M/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-8,The Biotech Primer One: The Science Driving Biopharma Explained: An Insider's Guide to the Science Driving the Biopharma Industry for the Non-Scientist,B08W7JTW8M,29.95,Sin información,|,4.3,56,https://m.media-amazon.com/images/I/61oA9fcgujL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Christine-L-Williams/dp/0520385284/ref=sr_1_9?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-9,Gas-Lighted: How the Oil and Gas Industry Shortchanges Women Scientists,0520385284,27.95,Sin información,|,4.2,9,https://m.media-amazon.com/images/I/81XdZFBOYBL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Steven-Smith/dp/075067444X/ref=sr_1_10?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-10,Digital Signal Processing: A Practical Guide for Engineers and Scientists,075067444X,74.98,Sin información,|,4.5,119,https://m.media-amazon.com/images/I/51IiZ1C7vAL._AC_UY218_.jpg,
https://www.amazon.com/-/es/William-Navidi/dp/0073376337/ref=sr_1_11?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-11,Statistics for Engineers and Scientists,0073376337,67.08,Sin información,|,4.3,42,https://m.media-amazon.com/images/I/41dLnf7L7aL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Bhisham-C-Gupta/dp/1118464044/ref=sr_1_12?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-12,Statistics and Probability with Applications for Engineers and Scientists,1118464044,117.78,Sin información,|,4.0,4,https://m.media-amazon.com/images/I/61JolF7H1eL._AC_UY218_.jpg,
https://www.amazon.com/-/es/John-Rezaiyan/dp/0824722477/ref=sr_1_13?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-13,Gasification Technologies: A Primer for Engineers and Scientists (Chemical Industries),0824722477,31.26,Sin información,|,5.0,1,https://m.media-amazon.com/images/I/61fKVZrbfyL._AC_UY218_.jpg,
https://www.amazon.com/-/es/William-Navidi/dp/0077289315/ref=sr_1_14?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-14,Principles of Statistics for Engineers and Scientists,0077289315,138.48,Sin información,|,4.2,31,https://m.media-amazon.com/images/I/61QBJn1DanL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Matrix-Analysis-Scientists-Engineers-Alan/dp/0898715768/ref=sr_1_15?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-15,Matrix Analysis for Scientists and Engineers,0898715768,,Sin información,|,4.0,16,https://m.media-amazon.com/images/I/515WHOomQPL._AC_UY218_.jpg,
https://www.amazon.com/-/es/C-F-Harrison/dp/1542559685/ref=sr_1_16?dib=eyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878033&sr=8-16,Starting out in the pharma industry: Essential knowledge for life scientists (Life After Life Science),1542559685,12.99,Sin información,|,4.0,35,https://m.media-amazon.com/images/I/51V1D8XSbQL._AC_UY218_.jpg,
https://www.amazon.com/-/es/sspa/click?ie=UTF8&spc=MTo1NTMyMDgxODMxNzE4Mjk5OjE3MjU4NzgwMzM6c3BfYnRmOjMwMDM1NDUwMjY3MjMwMjo6MDo6&url=%2FCekegon-Mezclador-1300-2800-laboratorio-centr%25C3%25ADfuga%2Fdp%2FB0D178VF5F%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo%26dib_tag%3Dse%26keywords%3DIndustrial%2By%2Bcient%25C3%25ADfico%26qid%3D1725878033%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Mezclador de vórtice de 1300-2800 RPM, mezcla de laboratorio, vórtice de laboratorio para tubos de centrífuga y tubos de ensayo",B0D178VF5F,129.0,Sin información,Sin información,5.0,1,https://m.media-amazon.com/images/I/71xs4RF2smL._AC_UY218_.jpg,
https://www.amazon.com/-/es/sspa/click?ie=UTF8&spc=MTo1NTMyMDgxODMxNzE4Mjk5OjE3MjU4NzgwMzM6c3BfYnRmOjMwMDM5OTExMTM3NzgwMjo6MDo6&url=%2Fmezclador-recargable-laboratorio-cient%25C3%25ADfico-pegamento%2Fdp%2FB0D6YP3FZT%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.xj5pqqOfL7bi2QHbz-CbuLXJjbyJxL5SVSlnO1fe0CMU0hffiSvZGGK3WOFVNTgsWfyvCRQJdJtDGk07Sby-_mLbncI__HiFwregTF3LmVnObxwkHReCWREiCW3RAEABo06AlManHgMgaxxT82myOuRIh57K7dQH-YZoB3IBk9hFQQkR_ikOdKs2nn2YjakPbeMEFOy7MMFag5HoeH75N90TcdjFnCHy58jl2lZEHNQ.QvLoGwPm5c97RKNTA8JCUpcbQy3f30DdLAbOg-UxaUo%26dib_tag%3Dse%26keywords%3DIndustrial%2By%2Bcient%25C3%25ADfico%26qid%3D1725878033%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Mini mezclador de vórtice recargable de 4000 rpm, mezclador de pintura de laboratorio, agitador de vórtice científico con función táctil para afilador de pestañas, pegamento adhesivos, esmalte de gel",B0D6YP3FZT,49.99,Sin información,Sin información,4.5,9,https://m.media-amazon.com/images/I/61yVNC8dUPL._AC_UY218_.jpg,
https://www.amazon.com/-/es/resistentes-qu%C3%ADmicos-seguridad-industrial-protecci%C3%B3n/dp/B01MD0ZFQD/ref=sr_1_17?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-17,"Guantes de látex resistentes a químicos, de Double One, seguridad industrial, protección para el trabajo, negros, 1 par",B01MD0ZFQD,6.99,Sin información,50+ comprados el mes pasado,4.5,780,https://m.media-amazon.com/images/I/71lMqxnB6jL._AC_UY218_.jpg,50.0
https://www.amazon.com/-/es/Michael-W-Dong/dp/1119313767/ref=sr_1_18?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-18,HPLC and UHPLC for Practicing Scientists,1119313767,62.34,Sin información,|,4.7,36,https://m.media-amazon.com/images/I/61MzTPGW2jL._AC_UY218_.jpg,
https://www.amazon.com/-/es/C-F-Harrison/dp/1542559685/ref=sr_1_19?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-19,Starting out in the pharma industry: Essential knowledge for life scientists (Life After Life Science),1542559685,12.99,Sin información,|,4.0,35,https://m.media-amazon.com/images/I/51V1D8XSbQL._AC_UY218_.jpg,
https://www.amazon.com/-/es/HaBeuniver-laboratorio-cient%C3%ADfico-dispensaci%C3%B3n-herramientas/dp/B09F5S48J2/ref=sr_1_20?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-20,"The HaBeuniver - Paquete 25 jeringas de plástico de 0.17 fl oz con 22 ga, para laboratorio científico, dispensación industrial y herramientas para jeringa de medición de líquidos, envasado individual",B09F5S48J2,7.98,Sin información,"(
US$0.32
US$0.32/Count)",4.6,120,https://m.media-amazon.com/images/I/61PXvZqaGWL._AC_UY218_.jpg,
https://www.amazon.com/-/es/Michael-R-Lindeburg-PE/dp/159126068X/ref=sr_1_21?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-21,"PPI Industrial Discipline-Specific Review for the FE/EIT Exam, 2nd Edition – A Comprehensive Review Book for the NCEES FE Industrial and Systems Exam",159126068X,80.0,Sin información,|,4.1,74,https://m.media-amazon.com/images/I/71nWo0-Lw2S._AC_UY218_.jpg,
https://www.amazon.com/-/es/BIG-Jobs-Guide-Mathematical-Statisticians/dp/161197528X/ref=sr_1_23?dib=eyJ2IjoiMSJ9.6WGdAkU9i3gJQv17AFkS54fTUYvcGjkjGtSRXEasrFmnKhzwTWnHF4A6IvzpfkRYGM_QY8DhfQRazBt6skpIXRsQYnyKOKKq5JIuTWbfzCZG5eRVFN1VViv_4dLiwIjloNJnZU_BmDx-O6uFGaIDuxZhPPzf5N6OjLSrfEIOxtdp_bTJWhZS1knr2VdN51ocaKfkonAfUDTGgIhcgsAO4YZEQTWHTyVpjZs1Sm91QLc.UuBkoMvvgCuIMEfgibGaYhQdTp_BBXm8Y3olCguZH4E&dib_tag=se&keywords=Industrial+y+cient%C3%ADfico&qid=1725878049&sr=8-23,"BIG Jobs Guide: Business, Industry, and Government Careers for Mathematical Scientists, Statisticians, and Operations Researchers (Other Titles in Applied Mathematics)",161197528X,25.0,Sin información,|,5.0,4,https://m.media-amazon.com/images/I/51Ui2bzsnaL._AC_UY218_.jpg,
